,id,name,image,price,shop_link,shop_name,shop_logo,score,mall_review,제조회사,등록년월,제품 분류,디스크 크기,디스크 용량,인터페이스,회전수,버퍼 용량,전송 속도,기록방식,디스크 수,두께,내구성/소음작업부하량,A/S 정보2년,KC인증적합성평가인증,KC인증안전확인인증,내구성/소음소음(유휴/탐색),부가기능헬륨충전,부가기능RV센서,내구성/소음사용보증,A/S 정보5년,A/S 정보데이터 복구 3년,부가기능DSA,부가기능S.M.A.R.T 지원,A/S 정보3년,부가기능저전력,부가기능ISE,부가기능SED,A/S 정보데이터 복구 2년,A/S 정보1년,review_size,review_mean,review_count,final_score,Test,Rank
25,1218955,"Western Digital WD BLUE 7200/16M (WD5000AAKX, 500GB)",https://img.danawa.com/prod_img/500000/955/218/img/1218955_1.jpg?shrink=330:330&_v=20200528094214,62790.0,https://prod.danawa.com/bridge/loadingBridge.html?cate1=861&cate2=877&cate3=977&cate4=0&pcode=1218955&cmpnyc=EE128&safe_trade=4&fee_type=T&link_pcode=477994085&package=0&setpc=0&r=16678755785161,G마켓,https://img.danawa.com/cmpny_info/images/EE128_logo.gif,4.7,(87),Western Digital WD,2010년 11월,HDD (PC용),8.9cm(3.5인치),500GB,SATA3(6Gb/s),"7,200RPM",메모리 16MB,최대 126MB/s,,,25.4mm,,,상세설명 / 판매 사이트 문의 인증번호 확인,상세설명 / 판매 사이트 문의 인증번호 확인,29/30dB,,,,,,,,,,,,,,3,0.0,90,23.38738057670917,0.19732441471571907,26
26,6288798,"도시바 P300 7200/64M (HDWD110, 1TB)",https://img.danawa.com/prod_img/500000/798/288/img/6288798_1.jpg?shrink=330:330&_v=20211115130248,62900.0,https://prod.danawa.com/bridge/loadingBridge.html?cate1=861&cate2=877&cate3=977&cate4=0&pcode=6288798&cmpnyc=PP402&safe_trade=4&fee_type=A&link_pcode=6288798&package=0&setpc=0&r=16678751025812,아이티엔조이,https://img.danawa.com/cmpny_info/images/PP402_logo.gif,4.7,(159),도시바,2018년 07월,HDD (PC용),8.9cm(3.5인치),1TB,SATA3 (6Gb/s),"7,200RPM",메모리 64MB,,CMR(PMR),,26.1mm,,○,KCC-REM-TSD-DT01ACA100 인증번호 확인,상세설명 / 판매 사이트 문의 인증번호 확인,25/26dB,,,,,,,,,,,,,,3,0.0,162,16.89290343877178,0.19583465818759938,27
27,4555795,"Seagate IronWolf 5900/64M (ST4000VN008, 4TB)",https://img.danawa.com/prod_img/500000/795/555/img/4555795_1.jpg?shrink=330:330&_v=20220629140050,175000.0,https://prod.danawa.com/bridge/loadingBridge.html?cate1=861&cate2=877&cate3=19189&cate4=0&pcode=4555795&cmpnyc=COM25&safe_trade=2&fee_type=S&link_pcode=&package=0&setpc=0&r=16678749676083,㈜근호컴,https://img.danawa.com/cmpny_info/images/COM25_logo.gif,4.7,(553),Seagate,2016년 10월,HDD (NAS용),8.9cm(3.5인치),4TB,SATA3 (6Gb/s),"5,900RPM",메모리 64MB,최대 180MB/s,,플래터 3장,26.1mm,180 TB/Y,,MSIP-REM-STX-SKR001 인증번호 확인,상세설명 / 판매 사이트 문의 인증번호 확인,23/25dB,,○,100만시간,,○,,,○,,,,,,8,0.25,561,23.655243098161613,0.18889142857142857,28
28,1920195,"Western Digital WD Caviar Blue 7200/64M/리퍼비시 (WD10EZEX, 1TB)",https://img.danawa.com/prod_img/500000/195/920/img/1920195_1.jpg?shrink=330:330&_v=20200528100050,44700.0,https://prod.danawa.com/bridge/loadingBridge.html?cate1=861&cate2=877&cate3=17942&cate4=0&pcode=1920195&cmpnyc=TT821F&safe_trade=4&fee_type=N&link_pcode=455900954&package=0&setpc=0&r=16678755618140,데이터복구명정보기술,,4.6,(272),Western Digital WD,2013년 02월,HDD (리퍼비시),8.9cm(3.5인치),1TB,SATA3(6Gb/s),"7,200RPM",메모리 64MB,,,,,,,상세설명 / 판매 사이트 문의 인증번호 확인,상세설명 / 판매 사이트 문의 인증번호 확인,,,,,,,,,,,,,,,2,0.5,274,19.62423026979756,0.18102908277404922,29
29,5657614,"Seagate BarraCuda 5400/256M (ST3000DM007, 3TB)",https://img.danawa.com/prod_img/500000/614/657/img/5657614_1.jpg?shrink=330:330&_v=20220629141256,119000.0,https://prod.danawa.com/bridge/loadingBridge.html?cate1=861&cate2=877&cate3=977&cate4=0&pcode=5657614&cmpnyc=EE128&safe_trade=4&fee_type=T&link_pcode=2575800101&package=0&setpc=0&r=16678748162754,G마켓,https://img.danawa.com/cmpny_info/images/EE128_logo.gif,4.7,(240),Seagate,2017년 11월,HDD (PC용),8.9cm(3.5인치),3TB,SATA3(6Gb/s),"5,400RPM",메모리 256MB,최대 185MB/s,SMR(PMR),플래터 2장,20.2mm,55 TB/Y,○,KCC-REM-STX-SKR002 인증번호 확인,상세설명 / 판매 사이트 문의 인증번호 확인,22/24dB,,,,,,,,,,,,,,5,0.2,245,20.829748975589737,0.17411764705882352,30
30,5814177,"Western Digital WD PURPLE 5400/64M (WD20PURZ, 2TB)",https://img.danawa.com/prod_img/500000/177/814/img/5814177_1.jpg?shrink=330:330&_v=20200528104836,72000.0,https://prod.danawa.com/bridge/loadingBridge.html?cate1=861&cate2=877&cate3=19189&cate4=0&pcode=5814177&cmpnyc=TP40F&safe_trade=4&fee_type=T&link_pcode=P1952025714&package=0&setpc=0&r=16678751629474,쿠팡,https://img.danawa.com/cmpny_info/images/TP40F_logo.gif,4.8,(276),Western Digital WD,2018년 01월,HDD (CCTV용),8.9cm(3.5인치),2TB,SATA3(6Gb/s),"5,400RPM",메모리 64MB,최대 145MB/s,CMR(PMR),,26.1mm,180 TB/Y,,상세설명 / 판매 사이트 문의 인증번호 확인,상세설명 / 판매 사이트 문의 인증번호 확인,23/24dB,,,100만시간,,,,,○,,,,,,3,0.33,279,20.467570486924043,0.16858333333333334,31
31,5386514,"Western Digital WD MOBILE BLUE 5400/128M/노트북용 (WD10SPZX, 1TB)",https://img.danawa.com/prod_img/500000/514/386/img/5386514_1.jpg?shrink=330:330&_v=20200528094937,60810.0,https://prod.danawa.com/bridge/loadingBridge.html?cate1=861&cate2=877&cate3=978&cate4=0&pcode=5386514&cmpnyc=PU502&safe_trade=4&fee_type=A&link_pcode=5489031154&package=0&setpc=0&r=16678749121249,요피씨,https://img.danawa.com/cmpny_info/images/PU502_logo.gif,4.7,(828),Western Digital WD,2017년 08월,HDD (노트북용),6.4cm(2.5인치),1TB,SATA3 (6Gb/s),"5,400RPM",메모리 128MB,,SMR(PMR),플래터 1장,7mm,,○,MSIP-REM-WDT-0066 인증번호 확인,상세설명 / 판매 사이트 문의 인증번호 확인,19/21dB,,,,,,,,,,,,,,2,0.0,830,23.383221842005486,0.13530669297812858,32
32,1790810,"도시바 DT01 7200/64M (DT01ACA200, 2TB)",https://img.danawa.com/prod_img/500000/810/790/img/1790810_1.jpg?shrink=330:330&_v=20200528112851,61890.0,https://prod.danawa.com/bridge/loadingBridge.html?cate1=861&cate2=877&cate3=977&cate4=0&pcode=1790810&cmpnyc=EE715&safe_trade=4&fee_type=T&link_pcode=B235796344&package=0&setpc=0&r=16678755145990,옥션,https://img.danawa.com/cmpny_info/images/EE715_logo.gif,4.6,(535),도시바,2012년 09월,HDD (PC용),8.9cm(3.5인치),2TB,SATA3(6Gb/s),"7,200RPM",메모리 64MB,,,,26.1mm,,○,KCC-REM-TSD-DT01ACA100 인증번호 확인,상세설명 / 판매 사이트 문의 인증번호 확인,27/28dB,,,,,,,,,,,,,,2,0.0,537,19.96473630996672,0.13294554855388593,33
33,10780305,"Western Digital WD RED 5400/256M (WD40EFAX, 4TB)",https://img.danawa.com/prod_img/500000/305/780/img/10780305_1.jpg?shrink=330:330&_v=20200528105319,158990.0,https://prod.danawa.com/bridge/loadingBridge.html?cate1=861&cate2=877&cate3=19189&cate4=0&pcode=10780305&cmpnyc=EE128&safe_trade=4&fee_type=T&link_pcode=1893111530&package=0&setpc=0&r=16678753616658,G마켓,https://img.danawa.com/cmpny_info/images/EE128_logo.gif,4.2,(29),Western Digital WD,2020년 03월,HDD (NAS용),8.9cm(3.5인치),4TB,SATA3(6Gb/s),"5,400RPM",메모리 256MB,최대 180MB/s,SMR(PMR),플래터 3장,26.1mm,180 TB/Y,,상세설명 / 판매 사이트 문의 인증번호 확인,상세설명 / 판매 사이트 문의 인증번호 확인,23/27dB,,,100만시간,,,,○,○,,,,,,5,0.2,34,14.882359685917256,0.12799547141329642,34
34,7691887,"Western Digital WD BLUE 5400/256M (WD60EZAZ, 6TB)",https://img.danawa.com/prod_img/500000/887/691/img/7691887_1.jpg?shrink=330:330&_v=20211206171308,160410.0,https://prod.danawa.com/bridge/loadingBridge.html?cate1=861&cate2=877&cate3=977&cate4=0&pcode=7691887&cmpnyc=PV203&safe_trade=4&fee_type=A&link_pcode=5552983016&package=0&setpc=0&r=16678749799805,컴오아시스,https://img.danawa.com/cmpny_info/images/PV203_logo.gif,4.5,(53),Western Digital WD,2019년 04월,HDD (PC용),8.9cm(3.5인치),6TB,SATA3(6Gb/s),"5,400RPM",메모리 256MB,최대 180MB/s,SMR(PMR),,26.1mm,,○,상세설명 / 판매 사이트 문의 인증번호 확인,상세설명 / 판매 사이트 문의 인증번호 확인,23/27dB,,,,,,,,,,,,,,5,0.4,58,14.92757354528017,0.12711177607381086,35
35,1464268,"Seagate BarraCuda 7200/16M (ST500DM002, 500GB)",https://img.danawa.com/prod_img/500000/268/464/img/1464268_1.jpg?shrink=330:330&_v=20200528093631,64990.0,https://prod.danawa.com/bridge/loadingBridge.html?cate1=861&cate2=877&cate3=977&cate4=0&pcode=1464268&cmpnyc=EE128&safe_trade=4&fee_type=T&link_pcode=779085123&package=0&setpc=0&r=16678755932238,G마켓,https://img.danawa.com/cmpny_info/images/EE128_logo.gif,4.9,(65),Seagate,2011년 08월,HDD (PC용),8.9cm(3.5인치),500GB,SATA3(6Gb/s),"7,200RPM",메모리 16MB,,,,20mm,,○,상세설명 / 판매 사이트 문의 인증번호 확인,상세설명 / 판매 사이트 문의 인증번호 확인,,,,,,,,,,,,,,,2,0.0,67,21.17005608367106,0.12623480535466994,36
36,4607468,"Seagate BarraCuda 5400/128M/노트북용 (ST2000LM015, 2TB)",https://img.danawa.com/prod_img/500000/468/607/img/4607468_1.jpg?shrink=330:330&_v=20220629142846,99000.0,https://prod.danawa.com/bridge/loadingBridge.html?cate1=861&cate2=877&cate3=978&cate4=0&pcode=4607468&cmpnyc=EE309&safe_trade=4&fee_type=T&link_pcode=LO1000802771&package=0&setpc=0&r=16678751982942,롯데ON,https://img.danawa.com/cmpny_info/images/EE309_logo.gif,4.7,(992),Seagate,2016년 11월,HDD (노트북용),6.4cm(2.5인치),2TB,SATA3 (6Gb/s),"5,400RPM",메모리 128MB,최대 140MB/s,SMR(PMR),플래터 2장,7mm,55 TB/Y,○,MSIP-REM-STX-SDC003 인증번호 확인,상세설명 / 판매 사이트 문의 인증번호 확인,22/24dB,,,,,,,,,,,,,,3,-0.33,995,23.43331100159853,0.12551515151515152,37
37,1534022,"Seagate BarraCuda 7200/64M (ST2000DM001, 2TB)",https://img.danawa.com/prod_img/500000/022/534/img/1534022_1.jpg?shrink=330:330&_v=20200528093631,87170.0,https://prod.danawa.com/bridge/loadingBridge.html?cate1=861&cate2=877&cate3=977&cate4=0&pcode=1534022&cmpnyc=EE128&safe_trade=4&fee_type=T&link_pcode=779090191&package=0&setpc=0&r=16678750015399,G마켓,https://img.danawa.com/cmpny_info/images/EE128_logo.gif,4.7,(247),Seagate,2011년 11월,HDD (PC용),8.9cm(3.5인치),2TB,SATA3(6Gb/s),"7,200RPM",메모리 64MB,,,,26.1mm,,○,상세설명 / 판매 사이트 문의 인증번호 확인,상세설명 / 판매 사이트 문의 인증번호 확인,,,,,,,,,,,,,,,2,0.0,249,16.027390254299693,0.09480325800160606,38
38,3451898,"Western Digital WD BLUE 5400/64M (WD60EZRZ, 6TB)",https://img.danawa.com/prod_img/500000/898/451/img/3451898_1.jpg?shrink=330:330&_v=20200528094214,223990.0,https://prod.danawa.com/bridge/loadingBridge.html?cate1=861&cate2=877&cate3=977&cate4=0&pcode=3451898&cmpnyc=EE128&safe_trade=4&fee_type=T&link_pcode=779057766&package=0&setpc=0&r=16678752301436,G마켓,https://img.danawa.com/cmpny_info/images/EE128_logo.gif,4.6,(36),Western Digital WD,2015년 09월,HDD (PC용),8.9cm(3.5인치),6TB,SATA3(6Gb/s),"5,400RPM",메모리 64MB,최대 175MB/s,확인요망(PMR),,26.1mm,,○,상세설명 / 판매 사이트 문의 인증번호 확인,상세설명 / 판매 사이트 문의 인증번호 확인,25/28dB,,,,,,,,,,,,,,5,0.8,41,13.967642953018366,0.0919683914460467,39
39,6108325,"Seagate BarraCuda Pro 7200/128M/노트북용 (ST1000LM049, 1TB)",https://img.danawa.com/prod_img/500000/325/108/img/6108325_1.jpg?shrink=330:330&_v=20201120181522,95000.0,https://prod.danawa.com/bridge/loadingBridge.html?cate1=861&cate2=877&cate3=978&cate4=0&pcode=6108325&cmpnyc=TH201&safe_trade=4&fee_type=T&link_pcode=3500379746&package=0&setpc=0&r=16678752629551,11번가,https://img.danawa.com/cmpny_info/images/TH201_logo.gif,4.8,(89),Seagate,2018년 05월,HDD (노트북용),6.4cm(2.5인치),1TB,SATA3 (6Gb/s),"7,200RPM",메모리 128MB,최대 160MB/s,,플래터 1장,7mm,,,MSIP-REM-STX-SDC006 인증번호 확인,상세설명 / 판매 사이트 문의 인증번호 확인,22/24dB,,,,○,,,,,○,,,,,2,0.5,91,12.229951794037722,0.08602105263157894,40
40,5931378,"Western Digital WD BLACK 7200/256M (WD4005FZBX, 4TB)",https://img.danawa.com/prod_img/500000/378/931/img/5931378_1.jpg?shrink=330:330&_v=20200528142456,272450.0,https://prod.danawa.com/bridge/loadingBridge.html?cate1=861&cate2=877&cate3=977&cate4=0&pcode=5931378&cmpnyc=PV203&safe_trade=4&fee_type=A&link_pcode=5489037473&package=0&setpc=0&r=16678753335177,컴오아시스,https://img.danawa.com/cmpny_info/images/PV203_logo.gif,4.6,(32),Western Digital WD,2018년 03월,HDD (PC용),8.9cm(3.5인치),4TB,SATA3 (6Gb/s),"7,200RPM",메모리 256MB,최대 202MB/s,CMR(PMR),,26.1mm,,,MSIP-REM-WDT-US7SAN6T0 인증번호 확인,상세설명 / 판매 사이트 문의 인증번호 확인,29/36dB,,,,○,,,,,,,,,,5,-0.2,37,11.751795212538472,0.07461919618278583,41
41,9347988,"Seagate IronWolf 7200/256M (ST8000VN004, 8TB)",https://img.danawa.com/prod_img/500000/988/347/img/9347988_1.jpg?shrink=330:330&_v=20220629140112,349000.0,https://prod.danawa.com/bridge/loadingBridge.html?cate1=861&cate2=877&cate3=19189&cate4=0&pcode=9347988&cmpnyc=EE128&safe_trade=4&fee_type=T&link_pcode=2397025234&package=0&setpc=0&r=16678749549740,G마켓,https://img.danawa.com/cmpny_info/images/EE128_logo.gif,4.7,(157),Seagate,2019년 08월,HDD (NAS용),8.9cm(3.5인치),8TB,SATA3 (6Gb/s),"7,200RPM",메모리 256MB,최대 210MB/s,확인요망(PMR),플래터 5장,26.1mm,180 TB/Y,,R-R-STX-STL010 인증번호 확인,상세설명 / 판매 사이트 문의 인증번호 확인,30/34dB,,○,100만시간,,○,,○,○,,,,,,6,0.33,163,10.255373636571692,0.07079656160458453,42
42,3492869,"Western Digital WD BLUE 5400/64M (WD30EZRZ, 3TB)",https://img.danawa.com/prod_img/500000/869/492/img/3492869_1.jpg?shrink=330:330&_v=20200528094213,118990.0,https://prod.danawa.com/bridge/loadingBridge.html?cate1=861&cate2=877&cate3=977&cate4=0&pcode=3492869&cmpnyc=EE715&safe_trade=4&fee_type=T&link_pcode=C271155528&package=0&setpc=0&r=16678752381734,옥션,https://img.danawa.com/cmpny_info/images/EE715_logo.gif,4.7,(188),Western Digital WD,2015년 10월,HDD (PC용),8.9cm(3.5인치),3TB,SATA3(6Gb/s),"5,400RPM",메모리 64MB,최대 147MB/s,확인요망(PMR),,26.1mm,,○,상세설명 / 판매 사이트 문의 인증번호 확인,상세설명 / 판매 사이트 문의 인증번호 확인,23/27dB,,,,,,,,,,,,,,2,0.0,190,15.227739991595652,0.06941759811748886,43
43,7617046,Western Digital Ultrastar DC HC310 패키지 7200/256M HUS726T6TALE6L4 (6TB),https://img.danawa.com/prod_img/500000/046/617/img/7617046_1.jpg?shrink=330:330&_v=20211019134226,259000.0,https://prod.danawa.com/bridge/loadingBridge.html?cate1=861&cate2=877&cate3=19189&cate4=0&pcode=7617046&cmpnyc=EE715&safe_trade=4&fee_type=T&link_pcode=C503537809&package=0&setpc=0&r=16678753944820,옥션,https://img.danawa.com/cmpny_info/images/EE715_logo.gif,4.5,(29),Western Digital ( 제조사 웹사이트 바로가기),2019년 04월,HDD (NAS용),8.9cm(3.5인치),6TB,SATA3 (6Gb/s),"7,200RPM",메모리 256MB,최대 222MB/s,확인요망(PMR),,26.1mm,,,MSIP-REM-WDT-US7SAN6T0 인증번호 확인,상세설명 / 판매 사이트 문의 인증번호 확인,29/36dB,,○,200만시간,,,,○,○,,,,,,4,0.25,33,15.85993405551191,0.06298069498069499,44
44,4607460,"Seagate BarraCuda 5400/128M/노트북용 (ST1000LM048, 1TB)",https://img.danawa.com/prod_img/500000/460/607/img/4607460_1.jpg?shrink=330:330&_v=20220629142827,66000.0,https://prod.danawa.com/bridge/loadingBridge.html?cate1=861&cate2=877&cate3=978&cate4=0&pcode=4607460&cmpnyc=EE309&safe_trade=4&fee_type=T&link_pcode=LO1000797680&package=0&setpc=0&r=16678752025163,롯데ON,https://img.danawa.com/cmpny_info/images/EE309_logo.gif,4.7,"(1,344)",Seagate,2016년 11월,HDD (노트북용),6.4cm(2.5인치),1TB,SATA3 (6Gb/s),"5,400RPM",메모리 128MB,최대 140MB/s,SMR(PMR),플래터 1장,7mm,55 TB/Y,○,MSIP-REM-STX-SDC001 인증번호 확인,상세설명 / 판매 사이트 문의 인증번호 확인,20/22dB,,,,,,,,,,,,,,1,0.0,1345,27.869588929304697,0.06275757575757576,45
45,5028127,"Western Digital WD MOBILE BLACK 7200/32M/노트북용 (WD5000LPLX, 500GB)",https://img.danawa.com/prod_img/500000/127/028/img/5028127_1.jpg?shrink=330:330&_v=20200528142456,68000.0,https://prod.danawa.com/bridge/loadingBridge.html?cate1=861&cate2=877&cate3=978&cate4=0&pcode=5028127&cmpnyc=PP402&safe_trade=4&fee_type=A&link_pcode=5028127&package=0&setpc=0&r=16678752581588,아이티엔조이,https://img.danawa.com/cmpny_info/images/PP402_logo.gif,4.7,(7),Western Digital WD,2017년 03월,HDD (노트북용),6.4cm(2.5인치),500GB,SATA3 (6Gb/s),"7,200RPM",메모리 32MB,,CMR(PMR),,7mm,,,MSIP-REM-WDT-0018 인증번호 확인,상세설명 / 판매 사이트 문의 인증번호 확인,,,,,○,,,,,,,,,,1,0.0,8,13.852316017824176,0.05976470588235294,46
46,4555564,"Seagate SkyHawk 5900/64M (ST4000VX007, 4TB)",https://img.danawa.com/prod_img/500000/564/555/img/4555564_1.jpg?shrink=330:330&_v=20220629134702,155000.0,https://prod.danawa.com/bridge/loadingBridge.html?cate1=861&cate2=877&cate3=19189&cate4=0&pcode=4555564&cmpnyc=TP40F&safe_trade=4&fee_type=T&link_pcode=P107150052&package=0&setpc=0&r=16678751247586,쿠팡,https://img.danawa.com/cmpny_info/images/TP40F_logo.gif,4.7,(94),Seagate,2016년 10월,HDD (CCTV용),8.9cm(3.5인치),4TB,SATA3 (6Gb/s),"5,900RPM",메모리 64MB,최대 190MB/s,CMR(PMR),플래터 3장,26.1mm,180 TB/Y,,MSIP-REM-STX-SKR001 인증번호 확인,상세설명 / 판매 사이트 문의 인증번호 확인,23/25dB,,○,100만 이하시간,,,,,○,,,,,,2,0.5,96,15.595225160525072,0.05331612903225806,47
47,12190124,"Seagate IronWolf Pro 7200/256M (ST18000NE000, 18TB)",https://img.danawa.com/prod_img/500000/124/190/img/12190124_1.jpg?shrink=330:330&_v=20220629140603,799000.0,https://prod.danawa.com/bridge/loadingBridge.html?cate1=861&cate2=877&cate3=19189&cate4=0&pcode=12190124&cmpnyc=TV9190&safe_trade=4&fee_type=N&link_pcode=6300113469&package=0&setpc=0&r=16678748274943,씨게이트샵,,4.8,(29),Seagate,2020년 09월,HDD (NAS용),8.9cm(3.5인치),18TB,SATA3 (6Gb/s),"7,200RPM",메모리 256MB,260MB/s,CMR(PMR),,26.11mm,300 TB/Y,,R-R-STX-STL020 인증번호 확인,상세설명 / 판매 사이트 문의 인증번호 확인,28/32dB,○,○,120만시간,○,○,,,,,,,,,10,0.1,39,19.2450042217606,0.051689612015018774,48
48,7617112,Western Digital Ultrastar DC HC320 패키지 7200/256M HUS728T8TALE6L4 (8TB),https://img.danawa.com/prod_img/500000/112/617/img/7617112_1.jpg?shrink=330:330&_v=20211019134226,319000.0,https://prod.danawa.com/bridge/loadingBridge.html?cate1=861&cate2=877&cate3=19189&cate4=0&pcode=7617112&cmpnyc=TP40F&safe_trade=4&fee_type=T&link_pcode=P328374735&package=0&setpc=0&r=16678750301481,쿠팡,https://img.danawa.com/cmpny_info/images/TP40F_logo.gif,4.8,(109),Western Digital,2019년 04월,HDD (NAS용),8.9cm(3.5인치),8TB,SATA3 (6Gb/s),"7,200RPM",메모리 256MB,최대 255MB/s,확인요망(PMR),플래터 5장,26.1mm,,,R-REM-WDT-US7SAN8T0 인증번호 확인,상세설명 / 판매 사이트 문의 인증번호 확인,29/36dB,,○,200만시간,,,○,,○,,,,,,4,0.25,113,13.058408676798049,0.05113479623824451,49
49,3940543,"Seagate Mobile HDD 5400/128M/노트북용 (ST1000LM035, 1TB)",https://img.danawa.com/prod_img/500000/543/940/img/3940543_1.jpg?shrink=330:330&_v=20200529175009,80080.0,https://prod.danawa.com/bridge/loadingBridge.html?cate1=861&cate2=877&cate3=978&cate4=0&pcode=3940543&cmpnyc=EE128&safe_trade=4&fee_type=T&link_pcode=800969062&package=0&setpc=0&r=16678756411734,G마켓,https://img.danawa.com/cmpny_info/images/EE128_logo.gif,4.4,(67),Seagate,2016년 04월,HDD (노트북용),,1TB,SATA3 (6Gb/s),"5,400RPM",메모리 128MB,,SMR(PMR),,7mm,,○,상세설명 / 판매 사이트 문의 인증번호 확인,상세설명 / 판매 사이트 문의 인증번호 확인,,,,,,,,,,,,,,,1,0.0,68,20.66166371829876,0.05084915084915085,50
50,4354440,"Seagate BarraCuda 7200/64M (ST2000DM006, 2TB)",https://img.danawa.com/prod_img/500000/440/354/img/4354440_1.jpg?shrink=330:330&_v=20201120182353,84490.0,https://prod.danawa.com/bridge/loadingBridge.html?cate1=861&cate2=877&cate3=977&cate4=0&pcode=4354440&cmpnyc=EE128&safe_trade=4&fee_type=T&link_pcode=880648279&package=0&setpc=0&r=16678749972093,G마켓,https://img.danawa.com/cmpny_info/images/EE128_logo.gif,4.7,"(1,524)",Seagate,2016년 08월,HDD (PC용),8.9cm(3.5인치),2TB,SATA3(6Gb/s),"7,200RPM",메모리 64MB,최대 210MB/s,TGMR,플래터 2~3장,,55 TB/Y,○,KCC-REM-STX-Barracuda 인증번호 확인,상세설명 / 판매 사이트 문의 인증번호 확인,24/26dB,,,,,,,,,,,,,,1,0.0,1525,23.572515029529526,0.04866848147709788,51
