product_id,product_name,product_image,product_price,shop_link,shop_name,shop_logo,review_score,review_score_count,company_name,hdd_category,disk_size,disk_capacity,hdd_interface,hdd_rpm,buffer_capacity,transfer_speed,record_system,disk_count,hdd_thickness
3451898,"Western Digital WD BLUE 5400/64M (WD60EZRZ, 6TB)",https://img.danawa.com/prod_img/500000/898/451/img/3451898_1.jpg?shrink=330:330&_v=20200528094214,223990,https://prod.danawa.com/bridge/loadingBridge.html?cate1=861&cate2=877&cate3=977&cate4=0&pcode=3451898&cmpnyc=EE128&safe_trade=4&fee_type=T&link_pcode=779057766&package=0&setpc=0&r=16678752301436,G마켓,https://img.danawa.com/cmpny_info/images/EE128_logo.gif,4.6,36,Western Digital WD,HDD (PC용),8.9cm(3.5인치),6TB,SATA3(6Gb/s),"5,400RPM",메모리 64MB,최대 175MB/s,확인요망(PMR),,26.1mm
6108325,"Seagate BarraCuda Pro 7200/128M/노트북용 (ST1000LM049, 1TB)",https://img.danawa.com/prod_img/500000/325/108/img/6108325_1.jpg?shrink=330:330&_v=20201120181522,95000,https://prod.danawa.com/bridge/loadingBridge.html?cate1=861&cate2=877&cate3=978&cate4=0&pcode=6108325&cmpnyc=TH201&safe_trade=4&fee_type=T&link_pcode=3500379746&package=0&setpc=0&r=16678752629551,11번가,https://img.danawa.com/cmpny_info/images/TH201_logo.gif,4.8,89,Seagate,HDD (노트북용),6.4cm(2.5인치),1TB,SATA3 (6Gb/s),"7,200RPM",메모리 128MB,최대 160MB/s,,플래터 1장,7mm
5931378,"Western Digital WD BLACK 7200/256M (WD4005FZBX, 4TB)",https://img.danawa.com/prod_img/500000/378/931/img/5931378_1.jpg?shrink=330:330&_v=20200528142456,272450,https://prod.danawa.com/bridge/loadingBridge.html?cate1=861&cate2=877&cate3=977&cate4=0&pcode=5931378&cmpnyc=PV203&safe_trade=4&fee_type=A&link_pcode=5489037473&package=0&setpc=0&r=16678753335177,컴오아시스,https://img.danawa.com/cmpny_info/images/PV203_logo.gif,4.6,32,Western Digital WD,HDD (PC용),8.9cm(3.5인치),4TB,SATA3 (6Gb/s),"7,200RPM",메모리 256MB,최대 202MB/s,CMR(PMR),,26.1mm
9347988,"Seagate IronWolf 7200/256M (ST8000VN004, 8TB)",https://img.danawa.com/prod_img/500000/988/347/img/9347988_1.jpg?shrink=330:330&_v=20220629140112,349000,https://prod.danawa.com/bridge/loadingBridge.html?cate1=861&cate2=877&cate3=19189&cate4=0&pcode=9347988&cmpnyc=EE128&safe_trade=4&fee_type=T&link_pcode=2397025234&package=0&setpc=0&r=16678749549740,G마켓,https://img.danawa.com/cmpny_info/images/EE128_logo.gif,4.7,157,Seagate,HDD (NAS용),8.9cm(3.5인치),8TB,SATA3 (6Gb/s),"7,200RPM",메모리 256MB,최대 210MB/s,확인요망(PMR),플래터 5장,26.1mm
3492869,"Western Digital WD BLUE 5400/64M (WD30EZRZ, 3TB)",https://img.danawa.com/prod_img/500000/869/492/img/3492869_1.jpg?shrink=330:330&_v=20200528094213,118990,https://prod.danawa.com/bridge/loadingBridge.html?cate1=861&cate2=877&cate3=977&cate4=0&pcode=3492869&cmpnyc=EE715&safe_trade=4&fee_type=T&link_pcode=C271155528&package=0&setpc=0&r=16678752381734,옥션,https://img.danawa.com/cmpny_info/images/EE715_logo.gif,4.7,188,Western Digital WD,HDD (PC용),8.9cm(3.5인치),3TB,SATA3(6Gb/s),"5,400RPM",메모리 64MB,최대 147MB/s,확인요망(PMR),,26.1mm
7617046,Western Digital Ultrastar DC HC310 패키지 7200/256M HUS726T6TALE6L4 (6TB),https://img.danawa.com/prod_img/500000/046/617/img/7617046_1.jpg?shrink=330:330&_v=20211019134226,259000,https://prod.danawa.com/bridge/loadingBridge.html?cate1=861&cate2=877&cate3=19189&cate4=0&pcode=7617046&cmpnyc=EE715&safe_trade=4&fee_type=T&link_pcode=C503537809&package=0&setpc=0&r=16678753944820,옥션,https://img.danawa.com/cmpny_info/images/EE715_logo.gif,4.5,29,Western Digital ( 제조사 웹사이트 바로가기),HDD (NAS용),8.9cm(3.5인치),6TB,SATA3 (6Gb/s),"7,200RPM",메모리 256MB,최대 222MB/s,확인요망(PMR),,26.1mm
4607460,"Seagate BarraCuda 5400/128M/노트북용 (ST1000LM048, 1TB)",https://img.danawa.com/prod_img/500000/460/607/img/4607460_1.jpg?shrink=330:330&_v=20220629142827,66000,https://prod.danawa.com/bridge/loadingBridge.html?cate1=861&cate2=877&cate3=978&cate4=0&pcode=4607460&cmpnyc=EE309&safe_trade=4&fee_type=T&link_pcode=LO1000797680&package=0&setpc=0&r=16678752025163,롯데ON,https://img.danawa.com/cmpny_info/images/EE309_logo.gif,4.7,1344,Seagate,HDD (노트북용),6.4cm(2.5인치),1TB,SATA3 (6Gb/s),"5,400RPM",메모리 128MB,최대 140MB/s,SMR(PMR),플래터 1장,7mm
5028127,"Western Digital WD MOBILE BLACK 7200/32M/노트북용 (WD5000LPLX, 500GB)",https://img.danawa.com/prod_img/500000/127/028/img/5028127_1.jpg?shrink=330:330&_v=20200528142456,68000,https://prod.danawa.com/bridge/loadingBridge.html?cate1=861&cate2=877&cate3=978&cate4=0&pcode=5028127&cmpnyc=PP402&safe_trade=4&fee_type=A&link_pcode=5028127&package=0&setpc=0&r=16678752581588,아이티엔조이,https://img.danawa.com/cmpny_info/images/PP402_logo.gif,4.7,7,Western Digital WD,HDD (노트북용),6.4cm(2.5인치),500GB,SATA3 (6Gb/s),"7,200RPM",메모리 32MB,,CMR(PMR),,7mm
4555564,"Seagate SkyHawk 5900/64M (ST4000VX007, 4TB)",https://img.danawa.com/prod_img/500000/564/555/img/4555564_1.jpg?shrink=330:330&_v=20220629134702,155000,https://prod.danawa.com/bridge/loadingBridge.html?cate1=861&cate2=877&cate3=19189&cate4=0&pcode=4555564&cmpnyc=TP40F&safe_trade=4&fee_type=T&link_pcode=P107150052&package=0&setpc=0&r=16678751247586,쿠팡,https://img.danawa.com/cmpny_info/images/TP40F_logo.gif,4.7,94,Seagate,HDD (CCTV용),8.9cm(3.5인치),4TB,SATA3 (6Gb/s),"5,900RPM",메모리 64MB,최대 190MB/s,CMR(PMR),플래터 3장,26.1mm
12190124,"Seagate IronWolf Pro 7200/256M (ST18000NE000, 18TB)",https://img.danawa.com/prod_img/500000/124/190/img/12190124_1.jpg?shrink=330:330&_v=20220629140603,799000,https://prod.danawa.com/bridge/loadingBridge.html?cate1=861&cate2=877&cate3=19189&cate4=0&pcode=12190124&cmpnyc=TV9190&safe_trade=4&fee_type=N&link_pcode=6300113469&package=0&setpc=0&r=16678748274943,씨게이트샵,,4.8,29,Seagate,HDD (NAS용),8.9cm(3.5인치),18TB,SATA3 (6Gb/s),"7,200RPM",메모리 256MB,260MB/s,CMR(PMR),,26.11mm
7617112,Western Digital Ultrastar DC HC320 패키지 7200/256M HUS728T8TALE6L4 (8TB),https://img.danawa.com/prod_img/500000/112/617/img/7617112_1.jpg?shrink=330:330&_v=20211019134226,319000,https://prod.danawa.com/bridge/loadingBridge.html?cate1=861&cate2=877&cate3=19189&cate4=0&pcode=7617112&cmpnyc=TP40F&safe_trade=4&fee_type=T&link_pcode=P328374735&package=0&setpc=0&r=16678750301481,쿠팡,https://img.danawa.com/cmpny_info/images/TP40F_logo.gif,4.8,109,Western Digital,HDD (NAS용),8.9cm(3.5인치),8TB,SATA3 (6Gb/s),"7,200RPM",메모리 256MB,최대 255MB/s,확인요망(PMR),플래터 5장,26.1mm
3940543,"Seagate Mobile HDD 5400/128M/노트북용 (ST1000LM035, 1TB)",https://img.danawa.com/prod_img/500000/543/940/img/3940543_1.jpg?shrink=330:330&_v=20200529175009,80080,https://prod.danawa.com/bridge/loadingBridge.html?cate1=861&cate2=877&cate3=978&cate4=0&pcode=3940543&cmpnyc=EE128&safe_trade=4&fee_type=T&link_pcode=800969062&package=0&setpc=0&r=16678756411734,G마켓,https://img.danawa.com/cmpny_info/images/EE128_logo.gif,4.4,67,Seagate,HDD (노트북용),,1TB,SATA3 (6Gb/s),"5,400RPM",메모리 128MB,,SMR(PMR),,7mm
4354440,"Seagate BarraCuda 7200/64M (ST2000DM006, 2TB)",https://img.danawa.com/prod_img/500000/440/354/img/4354440_1.jpg?shrink=330:330&_v=20201120182353,84490,https://prod.danawa.com/bridge/loadingBridge.html?cate1=861&cate2=877&cate3=977&cate4=0&pcode=4354440&cmpnyc=EE128&safe_trade=4&fee_type=T&link_pcode=880648279&package=0&setpc=0&r=16678749972093,G마켓,https://img.danawa.com/cmpny_info/images/EE128_logo.gif,4.7,1524,Seagate,HDD (PC용),8.9cm(3.5인치),2TB,SATA3(6Gb/s),"7,200RPM",메모리 64MB,최대 210MB/s,TGMR,플래터 2~3장,
4897498,HGST Deskstar NAS 패키지 7200/128M HDN726040ALE614 (4TB),https://img.danawa.com/prod_img/500000/498/897/img/4897498_1.jpg?shrink=330:330&_v=20211019135023,178990,https://prod.danawa.com/bridge/loadingBridge.html?cate1=861&cate2=877&cate3=19189&cate4=0&pcode=4897498&cmpnyc=EE715&safe_trade=4&fee_type=T&link_pcode=B507888091&package=0&setpc=0&r=16678754594821,옥션,https://img.danawa.com/cmpny_info/images/EE715_logo.gif,4.6,366,HGST,HDD (NAS용),8.9cm(3.5인치),4TB,SATA3 (6Gb/s),"7,200RPM",메모리 128MB,최대 202MB/s,,플래터 5장,26.1mm
2769049,"Western Digital WD PURPLE 5400/64M (WD20PURX, 2TB)",https://img.danawa.com/prod_img/500000/049/769/img/2769049_1.jpg?shrink=330:330&_v=20200528104839,95500,https://prod.danawa.com/bridge/loadingBridge.html?cate1=861&cate2=877&cate3=19189&cate4=0&pcode=2769049&cmpnyc=TH201&safe_trade=4&fee_type=T&link_pcode=2315341832&package=0&setpc=0&r=16678751598104,11번가,https://img.danawa.com/cmpny_info/images/TH201_logo.gif,4.8,120,Western Digital WD,HDD (CCTV용),8.9cm(3.5인치),2TB,SATA3(6Gb/s),"5,400RPM",메모리 64MB,,CMR(PMR),,26.1mm
12068405,"Western Digital WD Ultrastar DC HC550 7200/512M (WUH721818ALE6L4, 18TB)",https://img.danawa.com/prod_img/500000/405/068/img/12068405_1.jpg?shrink=330:330&_v=20200821160712,769000,https://prod.danawa.com/bridge/loadingBridge.html?cate1=861&cate2=877&cate3=19189&cate4=0&pcode=12068405&cmpnyc=TH201&safe_trade=4&fee_type=T&link_pcode=3662272095&package=0&setpc=0&r=16678752994131,11번가,https://img.danawa.com/cmpny_info/images/TH201_logo.gif,4.8,23,Western Digital ( 제조사 웹사이트 바로가기),HDD (기업용),8.9cm(3.5인치),18TB,SATA3 (6Gb/s),"7,200RPM",메모리 512MB,최대 269MB/s,CMR(PMR),플래터 8장,26.1mm
5378051,"HGST Travelstar Z5K1 5400/128M/노트북용 (HTS541010B7E610, 1TB)",https://img.danawa.com/prod_img/500000/051/378/img/5378051_1.jpg?shrink=330:330&_v=20200528112537,98280,https://prod.danawa.com/bridge/loadingBridge.html?cate1=861&cate2=877&cate3=978&cate4=0&pcode=5378051&cmpnyc=EE128&safe_trade=4&fee_type=T&link_pcode=1231736830&package=0&setpc=0&r=16678756114204,G마켓,https://img.danawa.com/cmpny_info/images/EE128_logo.gif,4.8,122,HGST,HDD (노트북용),6.4cm(2.5인치),1TB,SATA3 (6Gb/s),"5,400RPM",메모리 128MB,최대 130MB/s,SMR(PMR),,7mm
3491306,"도시바 MC04ACA 7200/128M (MC04ACA600, 6TB)",https://img.danawa.com/prod_img/500000/306/491/img/3491306_1.jpg?shrink=330:330&_v=20200528132321,309000,https://prod.danawa.com/bridge/loadingBridge.html?cate1=861&cate2=877&cate3=19189&cate4=0&pcode=3491306&cmpnyc=TP40F&safe_trade=4&fee_type=T&link_pcode=P5023588387&package=0&setpc=0&r=16678762146180,쿠팡,https://img.danawa.com/cmpny_info/images/TP40F_logo.gif,4.8,6,도시바,HDD (NAS용),8.9cm(3.5인치),6TB,SATA3(6Gb/s),"7,200RPM",메모리 128MB,최대 170MB/s,확인요망(PMR),,26.1mm
6521080,"Western Digital WD RED 5400/256M (WD80EFAX, 8TB)",https://img.danawa.com/prod_img/500000/080/521/img/6521080_1.jpg?shrink=330:330&_v=20210817163925,319000,https://prod.danawa.com/bridge/loadingBridge.html?cate1=861&cate2=877&cate3=19189&cate4=0&pcode=6521080&cmpnyc=TP40F&safe_trade=4&fee_type=T&link_pcode=I5195013252&package=0&setpc=0&r=16678753558653,쿠팡,https://img.danawa.com/cmpny_info/images/TP40F_logo.gif,4.8,56,Western Digital WD,HDD (NAS용),8.9cm(3.5인치),8TB,SATA3 (6Gb/s),"5,400RPM",메모리 256MB,최대 198MB/s,CMR(PMR),,26.1mm
1733057,"Western Digital WD RED 5400/64M (WD20EFRX, 2TB)",https://img.danawa.com/prod_img/500000/057/733/img/1733057_1.jpg?shrink=330:330&_v=20200528105320,110000,https://prod.danawa.com/bridge/loadingBridge.html?cate1=861&cate2=877&cate3=19189&cate4=0&pcode=1733057&cmpnyc=TS7119&safe_trade=4&fee_type=N&link_pcode=4539114301&package=0&setpc=0&r=16678750738885,지니어스피씨,,4.7,120,Western Digital WD,HDD (NAS용),8.9cm(3.5인치),2TB,SATA3(6Gb/s),"5,400RPM",메모리 64MB,최대 147MB/s,CMR(PMR),,26.1mm
2222363,Seagate Desktop SSHD 8G/64M (ST1000DX001. 1TB),https://img.danawa.com/prod_img/500000/363/222/img/2222363_1.jpg?shrink=330:330&_v=20200528184356,125580,https://prod.danawa.com/bridge/loadingBridge.html?cate1=861&cate2=877&cate3=977&cate4=0&pcode=2222363&cmpnyc=EE715&safe_trade=4&fee_type=T&link_pcode=B210562454&package=0&setpc=0&r=16678757026036,옥션,https://img.danawa.com/cmpny_info/images/EE715_logo.gif,4.8,33,Seagate,SSHD (PC용),8.9cm(3.5인치),1TB,SATA3(6Gb/s),,메모리 64MB,,,플래터 1장,20mm
10445247,Western Digital Ultrastar DC HC330 패키지 7200/256M WUS721010ALE6L4 (10TB),https://img.danawa.com/prod_img/500000/247/445/img/10445247_1.jpg?shrink=330:330&_v=20211019133510,409000,https://prod.danawa.com/bridge/loadingBridge.html?cate1=861&cate2=877&cate3=19189&cate4=0&pcode=10445247&cmpnyc=TT52EE&safe_trade=4&fee_type=N&link_pcode=4938038294&package=0&setpc=0&r=16678751743619,에이저,,4.5,17,Western Digital ( 제조사 웹사이트 바로가기),HDD (NAS용),8.9cm(3.5인치),10TB,SATA3 (6Gb/s),"7,200RPM",메모리 256MB,최대 262MB/s,CMR(PMR),플래터 6장,26.1mm
1733058,"Western Digital WD RED 5400/64M (WD30EFRX, 3TB)",https://img.danawa.com/prod_img/500000/058/733/img/1733058_1.jpg?shrink=330:330&_v=20200528105320,144530,https://prod.danawa.com/bridge/loadingBridge.html?cate1=861&cate2=877&cate3=19189&cate4=0&pcode=1733058&cmpnyc=TP40F&safe_trade=4&fee_type=T&link_pcode=I5140967926&package=0&setpc=0&r=16678750693418,쿠팡,https://img.danawa.com/cmpny_info/images/TP40F_logo.gif,4.6,161,Western Digital WD,HDD (NAS용),8.9cm(3.5인치),3TB,SATA3(6Gb/s),"5,400RPM",메모리 64MB,최대 147MB/s,CMR(PMR),,26.1mm
7297303,"Western Digital Ultrastar DC HC520 7200/256M (HUH721212ALE600, 12TB)",https://img.danawa.com/prod_img/500000/303/297/img/7297303_1.jpg?shrink=330:330&_v=20200528110755,499000,https://prod.danawa.com/bridge/loadingBridge.html?cate1=861&cate2=877&cate3=19189&cate4=0&pcode=7297303&cmpnyc=TP40F&safe_trade=4&fee_type=T&link_pcode=P6059726264&package=0&setpc=0&r=16678751086032,쿠팡,https://img.danawa.com/cmpny_info/images/TP40F_logo.gif,4.9,10,Western Digital ( 제조사 웹사이트 바로가기),HDD (기업용),8.9cm(3.5인치),12TB,SATA3 (6Gb/s),"7,200RPM",메모리 256MB,최대 255MB/s,확인요망(PMR),플래터 8장,26.1mm
1240393,"Seagate BarraCuda Green 5900/64M (ST2000DL003, 2TB)",https://img.danawa.com/prod_img/500000/393/240/img/1240393_1.jpg?shrink=330:330&_v=20200528093636,174720,https://prod.danawa.com/bridge/loadingBridge.html?cate1=861&cate2=877&cate3=977&cate4=0&pcode=1240393&cmpnyc=TH201&safe_trade=4&fee_type=T&link_pcode=1196032260&package=0&setpc=0&r=16678758592524,11번가,https://img.danawa.com/cmpny_info/images/TH201_logo.gif,5.0,1,Seagate,HDD (PC용),8.9cm(3.5인치),2TB 이상,SATA3(6Gb/s),"5,900RPM",메모리 64MB,,,플래터 3장,26.1mm
12068615,Western Digital WD Ultrastar DC HC550 패키지 7200/512M WUH721818ALE6L4 (18TB),https://img.danawa.com/prod_img/500000/615/068/img/12068615_1.jpg?shrink=330:330&_v=20211019130555,699000,https://prod.danawa.com/bridge/loadingBridge.html?cate1=861&cate2=877&cate3=19189&cate4=0&pcode=12068615&cmpnyc=EE715&safe_trade=4&fee_type=T&link_pcode=C378114868&package=0&setpc=0&r=16678750503966,옥션,https://img.danawa.com/cmpny_info/images/EE715_logo.gif,4.9,40,Western Digital ( 제조사 웹사이트 바로가기),HDD (NAS용),8.9cm(3.5인치),18TB,SATA3 (6Gb/s),"7,200RPM",메모리 512MB,최대 269MB/s,CMR(PMR),플래터 8장,26.1mm
2823758,"Seagate Laptop HDD 5400/32M/노트북용 (ST2000LM003, 2TB)",https://img.danawa.com/prod_img/500000/758/823/img/2823758_1.jpg?shrink=330:330&_v=20200528173411,176000,https://prod.danawa.com/bridge/loadingBridge.html?cate1=861&cate2=877&cate3=978&cate4=0&pcode=2823758&cmpnyc=TH201&safe_trade=4&fee_type=T&link_pcode=1512840301&package=0&setpc=0&r=16678763969936,11번가,https://img.danawa.com/cmpny_info/images/TH201_logo.gif,4.6,73,Seagate,HDD (노트북용),6.4cm(2.5인치),2TB,SATA3(6Gb/s),"5,400RPM",메모리 32MB,,,,9.5mm
9350160,"Seagate IronWolf Pro 7200/256M (ST16000NE000, 16TB)",https://img.danawa.com/prod_img/500000/160/350/img/9350160_1.jpg?shrink=330:330&_v=20220629140555,749000,https://prod.danawa.com/bridge/loadingBridge.html?cate1=861&cate2=877&cate3=19189&cate4=0&pcode=9350160&cmpnyc=ED910&safe_trade=4&fee_type=T&link_pcode=7756486064&package=0&setpc=0&r=16678748408563,인터파크,https://img.danawa.com/cmpny_info/images/ED910_logo.gif,4.5,14,Seagate,HDD (NAS용),8.9cm(3.5인치),16TB,SATA3 (6Gb/s),"7,200RPM",메모리 256MB,최대 255MB/s,CMR(PMR),플래터 9장,26.11mm
4590635,"Seagate FireCuda SSHD 7200/64M (ST2000DX002, 2TB)",https://img.danawa.com/prod_img/500000/635/590/img/4590635_1.jpg?shrink=330:330&_v=20200528101236,189280,https://prod.danawa.com/bridge/loadingBridge.html?cate1=861&cate2=877&cate3=977&cate4=0&pcode=4590635&cmpnyc=EE715&safe_trade=4&fee_type=T&link_pcode=B381752579&package=0&setpc=0&r=16678754996090,옥션,https://img.danawa.com/cmpny_info/images/EE715_logo.gif,4.6,58,Seagate,SSHD (PC용),8.9cm(3.5인치),2TB,SATA3 (6Gb/s),"7,200RPM",메모리 64MB,최대 210MB/s,,플래터 2장,26.1mm
7080283,"Western Digital Ultrastar DC HC530 7200/512M (WUH721414ALE6L4, 14TB)",https://img.danawa.com/prod_img/500000/283/080/img/7080283_1.jpg?shrink=330:330&_v=20200528110800,589000,https://prod.danawa.com/bridge/loadingBridge.html?cate1=861&cate2=877&cate3=19189&cate4=0&pcode=7080283&cmpnyc=EE715&safe_trade=4&fee_type=T&link_pcode=C492289642&package=0&setpc=0&r=16678754075973,옥션,https://img.danawa.com/cmpny_info/images/EE715_logo.gif,5.0,17,Western Digital,HDD (기업용),8.9cm(3.5인치),14TB,SATA3 (6Gb/s),"7,200RPM",메모리 512MB,최대 267MB/s,CMR(PMR),플래터 8장,26.1mm
5198822,"Western Digital WD RED 5400/256M (WD100EFAX, 10TB)",https://img.danawa.com/prod_img/500000/822/198/img/5198822_1.jpg?shrink=330:330&_v=20210520181502,409000,https://prod.danawa.com/bridge/loadingBridge.html?cate1=861&cate2=877&cate3=19189&cate4=0&pcode=5198822&cmpnyc=EE715&safe_trade=4&fee_type=T&link_pcode=C322528819&package=0&setpc=0&r=16678753521944,옥션,https://img.danawa.com/cmpny_info/images/EE715_logo.gif,4.7,19,Western Digital WD,HDD (NAS용),8.9cm(3.5인치),10TB,SATA3 (6Gb/s),"5,400RPM",메모리 256MB,최대 210MB/s,CMR(PMR),,26.1mm
6443797,"Western Digital Ultrastar DC HC310 7200/256M (HUS726T4TALA6L4, 4TB)",https://img.danawa.com/prod_img/500000/797/443/img/6443797_1.jpg?shrink=330:330&_v=20200528110802,209000,https://prod.danawa.com/bridge/loadingBridge.html?cate1=861&cate2=877&cate3=19189&cate4=0&pcode=6443797&cmpnyc=PV203&safe_trade=4&fee_type=A&link_pcode=5525235613&package=0&setpc=0&r=16678751862870,컴오아시스,https://img.danawa.com/cmpny_info/images/PV203_logo.gif,4.7,37,Western Digital,HDD (기업용),8.9cm(3.5인치),4TB,SATA3 (6Gb/s),"7,200RPM",메모리 256MB,최대 243MB/s,확인요망(PMR),플래터 4장,26.1mm
7617235,Western Digital Ultrastar DC HC520 패키지 7200/256M HUH721212ALE600 (12TB),https://img.danawa.com/prod_img/500000/235/617/img/7617235_1.jpg?shrink=330:330&_v=20211019104028,458990,https://prod.danawa.com/bridge/loadingBridge.html?cate1=861&cate2=877&cate3=19189&cate4=0&pcode=7617235&cmpnyc=TH201&safe_trade=4&fee_type=T&link_pcode=2395503796&package=0&setpc=0&r=16678752187692,11번가,https://img.danawa.com/cmpny_info/images/TH201_logo.gif,4.9,40,Western Digital ( 제조사 웹사이트 바로가기),HDD (NAS용),8.9cm(3.5인치),12TB,SATA3 (6Gb/s),"7,200RPM",메모리 256MB,최대 255MB/s,확인요망(PMR),플래터 8장,26.1mm
6452004,"Seagate BarraCuda 5400/128M/노트북용 (ST4000LM024, 4TB)",https://img.danawa.com/prod_img/500000/004/452/img/6452004_1.jpg?shrink=330:330&_v=20220629142905,275000,https://prod.danawa.com/bridge/loadingBridge.html?cate1=861&cate2=877&cate3=978&cate4=0&pcode=6452004&cmpnyc=TJ418&safe_trade=4&fee_type=T&link_pcode=0015225867&package=0&setpc=0&r=16678751957018,롯데하이마트,https://img.danawa.com/cmpny_info/images/TJ418_logo.gif,4.4,5,Seagate,HDD (노트북용),6.4cm(2.5인치),4TB,SATA3 (6Gb/s),"5,400RPM",메모리 128MB,최대 140MB/s,,,15mm
6295629,"도시바 X300 7200/256M (HDWR11A, 10TB)",https://img.danawa.com/prod_img/500000/629/295/img/6295629_1.jpg?shrink=330:330&_v=20200528134738,355760,https://prod.danawa.com/bridge/loadingBridge.html?cate1=861&cate2=877&cate3=977&cate4=0&pcode=6295629&cmpnyc=EE128&safe_trade=4&fee_type=T&link_pcode=2221726771&package=0&setpc=0&r=16678750349799,G마켓,https://img.danawa.com/cmpny_info/images/EE128_logo.gif,4.9,26,도시바,HDD (PC용),8.9cm(3.5인치),10TB,SATA3 (6Gb/s),"7,200RPM",메모리 256MB,,확인요망(PMR),,26.1mm
7617292,Western Digital Ultrastar DC HC530 패키지 7200/512M WUH721414ALE6L4 (14TB),https://img.danawa.com/prod_img/500000/292/617/img/7617292_1.jpg?shrink=330:330&_v=20211019134226,539000,https://prod.danawa.com/bridge/loadingBridge.html?cate1=861&cate2=877&cate3=19189&cate4=0&pcode=7617292&cmpnyc=TT52EE&safe_trade=4&fee_type=N&link_pcode=4938032743&package=0&setpc=0&r=16678751201328,에이저,,4.7,44,Western Digital,HDD (NAS용),8.9cm(3.5인치),14TB,SATA3 (6Gb/s),"7,200RPM",메모리 512MB,최대 267MB/s,CMR(PMR),플래터 8장,26.1mm
6456701,"Seagate IronWolf 7200/256M (ST14000VN0008, 14TB)",https://img.danawa.com/prod_img/500000/701/456/img/6456701_1.jpg?shrink=330:330&_v=20220629140147,595000,https://prod.danawa.com/bridge/loadingBridge.html?cate1=861&cate2=877&cate3=19189&cate4=0&pcode=6456701&cmpnyc=EE128&safe_trade=4&fee_type=T&link_pcode=2344893713&package=0&setpc=0&r=16678749369749,G마켓,https://img.danawa.com/cmpny_info/images/EE128_logo.gif,4.7,9,Seagate,HDD (NAS용),8.9cm(3.5인치),14TB,SATA3 (6Gb/s),"7,200RPM",메모리 256MB,최대 210MB/s,,플래터 8장,26.11mm
12068387,"Western Digital WD Ultrastar DC HC550 7200/512M (WUH721816ALE6L4, 16TB)",https://img.danawa.com/prod_img/500000/387/068/img/12068387_1.jpg?shrink=330:330&_v=20200821160707,689000,https://prod.danawa.com/bridge/loadingBridge.html?cate1=861&cate2=877&cate3=19189&cate4=0&pcode=12068387&cmpnyc=ED910&safe_trade=4&fee_type=T&link_pcode=7436425743&package=0&setpc=0&r=16678753034895,인터파크,https://img.danawa.com/cmpny_info/images/ED910_logo.gif,4.7,4,Western Digital ( 제조사 웹사이트 바로가기),HDD (기업용),8.9cm(3.5인치),16TB,SATA3 (6Gb/s),"7,200RPM",메모리 512MB,최대 262MB/s,CMR(PMR),플래터 8장,26.1mm
9725427,"Seagate Exos X16 7200/256M (ST16000NM001G, 16TB)",https://img.danawa.com/prod_img/500000/427/725/img/9725427_1.jpg?shrink=330:330&_v=20220629145627,1591500,https://prod.danawa.com/bridge/loadingBridge.html?cate1=861&cate2=877&cate3=19189&cate4=0&pcode=9725427&cmpnyc=TP40F&safe_trade=4&fee_type=T&link_pcode=P1077013670&package=0&setpc=0&r=16678755407458,쿠팡,https://img.danawa.com/cmpny_info/images/TP40F_logo.gif,4.6,5,Seagate ( 제조사 웹사이트 바로가기),HDD (기업용),8.9cm(3.5인치),16TB,SATA3 (6Gb/s),"7,200RPM",메모리 256MB,최대 261MB/s,,,26.1mm
